ID,URL,店舗名,カテゴリ,地域,お一人様予算,住所,電話番号,営業時間,クレジットカード,定休日,URL (Google map),lat,lng,Blog 1 (title),Blog 1 (URL),Blog 2 (title),Blog 2 (URL),Blog 3 (title),Blog 3 (URL),Blog 4 (title),Blog 4 (URL),ウェブサイト,,
176,http://www.bangmeshi.com/shop/uminoya/,海鮮浜焼き呑み処 海野家,和食,Silom,手軽,1F Tawana Hotel 80 Surawong Rd.,02-267-1817,11:30‐3:00（L.O.2:30）,VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/31knoc6Umw22,13.729499,100.5280929,【和】　海野家　UMINOYA at スリウォン通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52122682.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
177,http://www.bangmeshi.com/shop/kram/,Kram,タイ料理,Phrom Phong,普通,"113 Soi 39 (Phop Mit), Sukhumvit Rd. ","02-258-8170, 096-705-5565 (日本語)","月-木 11:30-14:30, 17:30-22:00 (L.O. 21:30), 金-土 11:30-23:00, 日 11:30-22:00",VISA / Master,なし,https://goo.gl/maps/jhxfjVqUwr42,13.739099,100.5708957,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
178,http://www.bangmeshi.com/shop/umauma/,うま馬,和食,Asok,普通,"39/1 Soi 23, Sukhumvit Rd. ",02-664-1130,"月-土 11:30-24:00(L.O.23:30), 日11:30-22:00 (L.O.21:30) ",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/rrTfHsBVbYS2,13.7390963,100.5446309,【うま馬】（アソーク/ラーメン＆居酒屋）はウマウマだった！ | バンコクに一生住む？,https://bkk-issyou.net/umauma,【鍋】　福岡からやってきた昭和28年創業のとんこつラーメン屋　博多うま馬　at　Sukhumvit Soi 23 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52186771.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
179,http://www.bangmeshi.com/shop/kitaro/,喜多郎寿し,寿司,Phrom Phong,普通,"12/7-8 Soi 26, Sukhumvit Rd.","トンロー店：02-106-2466, 065-634-8420 (日本語) <br /> プロンポン店：02-665-6066, 087-755-9735 (日本語：火～日14:00~0:00) ",18:00-3:00（L.O.2:30）,VISA/ MASTER/ JCB,月,https://goo.gl/maps/CAorB3MKaD62,13.7298188,100.5713595,【祝・オープン】　喜多郎寿し バンコクスクンビット店　kitarouzushi bangkok sukhumvit | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52104870.html,,,,,,,"<a href=""""http://www.kitarou.jp"""" target=""""_blank"""" rel=""""nofollow"""">http://www.kitarou.jp</a>",,
180,http://www.bangmeshi.com/shop/yasuda/,やす田,焼肉,Phrom Phong,高め,"74 Soi 34, Sukhumvit Rd.","062-058-3411(日本語), 02-258-2530","11:30-22:00 (L.O.21:50), ランチ 11:30-15:00 (L.O.14:30)  金土祝前11:30-23:00 (L.O.22:50)",VISA / Master / JCB,なし,https://goo.gl/maps/NFM37qWhaMB2,13.7257657,100.5700164,【バンコクで肉を食べたいならオススメ！神戸牛すき焼きまぶし】やす田@トンロー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/17092516.html,美味しい神戸牛が安価で食べられるお店「やす田」@スクンビットソイ34 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/yasuda-bangkok,【肉】　個室40名OKの部屋あり！　焼肉　やす田　YAKINIKU YASUDA　at　Sukhumvit 34 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52152855.html,,,"<a href=""""http://ondorugroup.jp/yasuda"""" target=""""_blank"""" rel=""""nofollow"""">http://ondorugroup.jp/yasuda</a>",,
181,http://www.bangmeshi.com/shop/kisoba-azuma/,生そば　あずま,そば・うどん,Phrom Phong,普通,"595/21,Soi 33/1, Sukhumvit Rd.",ソイ33店：097-141-0496　ソイ33/1店：061-389-3055　ソイ49店：091-881-7920　タニヤ店：097-034-6906,共通：11:00-23:00 (L.O.22:30),VISA / MASTER,なし,https://goo.gl/maps/irJNF7zwRkN2,13.7257655,100.5643569,スクンビットソイ33/1にオープンした【生そば　あずま】に行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/sobaazuma,バンコクで蕎麦を食べるなら生そばあずまがオススメです | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2016/09/05/190000,【子連れにオススメ】生そば あずま33/1@プロンポン | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/15684904.html,【蕎】　生そば　あずま　KISOBA AZUMA　at　Sukhumvit Soi33/1 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52160267.html,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
182,http://www.bangmeshi.com/shop/sagami/,サガミ (Central World),そば・うどん,Chit Lom,普通,"7F Central World, 999/9 Rama I Rd.",02-646-1358,"月-木 11:00-21:00 (L.O.20:30), 金-日 11:00-21:30 (L.O. 21:00)",VISA / MASTER / DINERS / JCB,なし,https://goo.gl/maps/zLaDhTSz1K72,13.7465559,100.5319084,,,,,,,,,"<a href=""""http://www.sagami.co.th"""" target=""""_blank"""" rel=""""nofollow"""">http://www.sagami.co.th</a>",,
183,http://www.bangmeshi.com/shop/osaka-osho-thonglor/,大阪王将,中華料理,Thong Lo,普通,"Fifty Fifth Plaza, 90 Soi Thong Lo 2, Sukhumvit 55 Rd.",02-381-0701,11:00-22:30 (L.O.22:00),Visa / Master / JCB,なし,https://goo.gl/maps/tMWaQFJsfTk,13.7465535,100.4996212,大阪王将　at　トンロー　フィフティフィフスタワー | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51917818.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
184,http://www.bangmeshi.com/shop/sanriku/,鮨郷土居酒屋　三陸,居酒屋,Asok,普通,"1F Sacha’s hotel UNO, 28/2-3 Soi 19, Sukhumvit Rd.","02-651-2361,087-147-1044（日本語）",17:00-4:00(L.O.3:30),,なし,https://goo.gl/maps/g82yxQoea4E2,13.739324,100.5579095,【和】　ソンクランも営業する居酒屋　鮨 郷土居酒屋 三陸　at　Sukhumvit Soi 19 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52214848.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
185,http://www.bangmeshi.com/shop/sobasaki/,蕎麦酒庵 そば咲,そば・うどん,Phrom Phong,普通,Sukhumvit Rd between soi 24 and 26,084-110-4137（日本語）,18:00-23:00 (L.O.22:30),,なし,https://goo.gl/maps/1qz1aZgd1XL2,13.7299597,100.5702906,【お蕎麦屋さん】　そば咲　(SOBASAKI) at Sukhumvit soi 24-26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51900996.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
186,http://www.bangmeshi.com/shop/sendaian/,武蔵屋 Jr.,居酒屋,Asok,普通,"B1F Jasmine City Tower, Soi 23, Sukhumvit Rd.",02-661-6364,"11:00-14:30(L.O.14:00), 17:00- 23:00(L.O.22:30)",VISA/ MASTER/ JCB,,https://goo.gl/maps/dorSFtKfxMU2,13.7353512,100.5628599,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
187,http://www.bangmeshi.com/shop/banjoo-bbq/,BANJOO BBQ,焼肉,Phrom Phong,普通,"2F Mille Malle Soi 20, Sukhumvit Rd.","02-663-6726, 080-836-3630","12:00-15:00, 17:00 -23:30 (L.O.23:00)",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/2ZGp9wRaWJo,13.7318519,100.5611686,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
188,http://www.bangmeshi.com/shop/sushi-juban/,寿司十番,寿司,Asok,高め,"120/26 Soi 23, Sukhumvit Rd.","02-258-2813,063-225-4115",17:30- 23:30(L.O.23:00),VISA / Master / JCB,月,https://goo.gl/maps/11JGyWspn9L2,13.7416913,100.5644727,【寿司】　寿司十番 SUSHI JUBAN　at　Sukhumvit Soi 23 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52107771.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
189,http://www.bangmeshi.com/shop/sharaku/,写楽,和食,Asok,普通,"14 Soi 23, Sukhumvit Rd. ","02-664-0348,083-776-2272(日本語)","11:00-14:00(L.O.13:30), 17:00-24:00(L.O.23:00)",VISA / Master / JCB,なし,https://goo.gl/maps/KTP8ft51vdx,13.7379657,100.5609505,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
190,http://www.bangmeshi.com/shop/serina/,瀬里奈,会席料理,Silom,普通,"Soi Jim Thompson,  Surawong Rd.","02-235-8382, 02-233-8988","11:30-14:00, 17:30-(L.O.22:30)",VISA/ Master/ Amex/ JCB,なし,https://goo.gl/maps/9zHjzWTGw552,13.7292053,100.5261005,,,,,,,,,"<a href=""""http://www.serinabangkok.com/b"""" target=""""_blank"""" rel=""""nofollow"""">http://www.serinabangkok.com/b</a>",,
191,http://www.bangmeshi.com/shop/saiyuki/,菜遊季,ダイニング,Thong Lo,普通,61/3 Sukhumvit 55 Rd.,02-713-9595,17:00-23:00 (L.O.22:30),VISA/ MASTER/ JCB,日,https://goo.gl/maps/iSvVfvFUoaB2,13.7263985,100.5801232,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
192,http://www.bangmeshi.com/shop/momiji-tei/,紅葉亭,居酒屋,Phrom Phong,普通,"4/4-7 Soi 26, Sukhumvit Rd.",02-258-6788,17:00- 24:00(L.O.23:30),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/4XAADKZCv5t,13.7291158,100.5686817,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
193,http://www.bangmeshi.com/shop/aoringo/,カレー屋　青りんご (Nihonmura),和食,Thong Lo,普通,"2F Nihonmura, Soi Thong Lo 13, Sukumvit 55 Rd.",02-712-6184,"11:00-14:30, 17:00-21:00",-,なし,https://goo.gl/maps/QakUj4wEDTL2,13.7340305,100.5799572,【日系カレーの人気店】青りんご＠トンロー日本村 | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/24833014.html,,,,,,,"<a href=""""http://aoringohomemadecurry.blogspot.com"""" target=""""_blank"""" rel=""""nofollow"""">http://aoringohomemadecurry.blogspot.com</a>",,
194,http://www.bangmeshi.com/shop/cocorico/,LA COCORICO,和食,Phrom Phong,普通,"B1F UBCⅡ Bldg., 591 Soi 33, Sukhumvit Rd.","02-662-8006, 094-668-4393 (日本語)","11:30-14:00 (L.O.13:30), 17:30-23:00 (L.O.22:30)",VISA/MASTER/JCB,なし,https://goo.gl/maps/JXE7CKFpVPA2,13.7323463,100.5653316,【チキンがパリパリ、ジューシー！】LA COCORICO @プロンポン | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/9481394.html,ロティサリーチキンで有名な「La Cocorico（ラ・ココリコ）」のランチへ@プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/lacocorico,【鶏】　LA COCORICO　ココリコ at Sukhumvit Soi 33 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52134153.html,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
195,http://www.bangmeshi.com/shop/yamato/,焼肉・冷麺 ヤマト,焼肉,Thong Lo,普通,"45 Soi 49, Sukhumvit Rd.","090-269-0827 (日本語), 094-057-7168 (タイ語)",11:00-(L.O.22:30),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/cJ99chvUdyp,13.7317539,100.5738463,スクンビットソイ49の焼肉屋【焼肉・冷麺　ヤマト】で冷麺を食べてきた！ | バンコクに一生住む？,https://bkk-issyou.net/bangkokyakinikuyamato,【もちもち冷麺】焼肉・冷麺ヤマト@スクンビットソイ49 | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/14624527.html,【焼肉・冷麺】　ヤマト　at　Sukhumvit Soi 49 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52101334.html,,,"<a href=""""http://www.yamato55.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.yamato55.com/</a>",,
196,http://www.bangmeshi.com/shop/galleria-milano-restaurant/,Galleria Milano,イタリアン,Asok,普通,"Mille Malle,Soi 20, Sukhumvit Rd.",02-663-4988,15:00-24:00（L.O.23:00）（15:00～アフタヌーンティー,17:00～イタリア式アペリティフ,18:30～ディナー）,https://goo.gl/maps/h5HAnsBE6xH2,13.732975,100.5612229,,,,,,,,,VISA/MASTER/AMEX/JCB,なし,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>"
197,http://www.bangmeshi.com/shop/kakigoya/,勝浦水産 かき小屋,和食,Thong Lo,普通," 211/6 Soi 55, Sukhumvit Rd.",02-713-9580,"17:30-3:00(L.O.2:00), 日祝16:00-1:00(L.O.24:00)",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/qLjjZMhEwG12,13.732488,100.5797921,【和】　勝浦水産・かき小屋　at　トンロー　Soi 11 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52124543.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
198,http://www.bangmeshi.com/shop/akiyoshi/,秋吉,和食,Phra Khanong,普通,1521/1 Sukhumvit Rd. ,プラカノン店: 02-714-0791 <br />,"プラカノン店: 月-金 11:30-14:00 , 17:30-22:00 (L.O.21:45), 土-日 11:30- 22:00 (L.O.21:45) <br /> ",Visa / Master / Amex / Diners / JCB,なし,https://goo.gl/maps/TF7VFb5tnVE2,13.7183769,100.5921649,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
199,http://www.bangmeshi.com/shop/himalaya-restaurant/,Himalaya,珍しいジャンル,Phrom Phong,普通,"235/5, Soi 31, Sukhumvit Rd.",02-258-4489,11:00-22:30,VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/qEUA9asZDzP2,13.7393912,100.5652958,【ネ】　ネパール料理レストラン♪　Himalaya　（ヒマラヤ）　at　Sukhumvit Soi 31 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51938019.html,,,,,,,"<a href=""""http://www.thehimalayarestaurant.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.thehimalayarestaurant.com</a>",,
200,http://www.bangmeshi.com/shop/crostini/,Crostini (Mercury Ville),イタリアン,Chit Lom,普通,"4F Mercury Ville Chidlom, Ploenchit Rd.",02-639-3710,11:00-24:00,VISA/MASTER/JCB,なし,https://goo.gl/maps/DGbTo8LsVvr,13.718367,100.526212,もちもちパスタが美味！「CROSTINI（クロスティーニ）」@チットロム | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/crostini-bangkok,【イタリアン】　クロスティーニ　 CROSTINI at マーキュリービレ | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52099210.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
201,http://www.bangmeshi.com/shop/medici-kitchen-wine-bar/,Medici,ダイニング,Chit Lom,普通,"LF Hotel Muse Bangkok,55/555 Langsuan Rd.",02-630-4000,"12:00-14:30, 18:00-22:30",VISA/MASTER/AMEX/JCB,なし,https://goo.gl/maps/QxHzStGP7tn,13.7419453,100.5410387,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
202,http://www.bangmeshi.com/shop/sole-mio/,Sole Mio,イタリアン,Thong Lo,普通,"81 Soi Thong Lo 13 (Soi Akkaphat), Sukhumvit 55 Rd.",02-185-2799,11:00-23:30 (L.O.22:30),Visa / Master / JCB,なし,https://goo.gl/maps/nRAn38goL3y,13.7318875,100.5770122,,,,,,,,,"<a href=""""http://www.solemiobkk.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.solemiobkk.com</a>",,
203,http://www.bangmeshi.com/shop/gianni-ristorante/,Gianni,,Chit Lom,高め,"34/1 Soi Tonson, Ploenchit Rd. ","02-252-1619, 02-652-2922 ","12:00-14:00 (L.O.14:00), 18:00-22:00 (L.O.22:00)  ",VISA / MASTER / AMEX,なし,https://goo.gl/maps/VSBy4grcwXC2,13.74274,100.545072,バンコクの一流イタリアン ジャンニ・リストランテで贅沢ランチ | サクのバンコク生活日記,https://www.saku-bangkok.net/entry/2017/09/30/124145,,,,,,,"<a href=""""http://www.giannibkk.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.giannibkk.com</a>",,
204,http://www.bangmeshi.com/shop/la-scala/,La Scala,イタリアン,Silom,普通,"The Sukhothai Bangkok,13/3 South Sathorn Rd.",02-344-8888,"12:00-15:00, 18:30-23:00",VISA/MASTER/AMEX/DINERS,なし,https://goo.gl/maps/cPu17tN8zJ32,13.7427394,100.5308673,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
205,http://www.bangmeshi.com/shop/dongdaemun/,東大門,焼肉,Asok,普通,"1F PS Tower, Soi 21, Sukhumvit Rd.",02-664-4088,11:00-22:00,VISA / MASTER,なし,https://goo.gl/maps/kkr9acH2HMH2,13.741291,100.559939,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
206,http://www.bangmeshi.com/shop/brochette/,ブロシェット,和食,Phrom Phong,普通,"3F CITIRESORT Bldg., Soi 39,Sukhumvit Rd.",02-662-1559,"月-金11:30-(L.O.14:00), 17:30-(L.O.22:00), 土11:00-14:30,17:00-22:00, 日 11:00-14:30,17:00-21:30",VISA / MASTER / AMEX / JCB,ソンクラーン,https://goo.gl/maps/TPegGDkbj3B2,13.7423113,100.5697686,プロンポンの【ブロシェット】はミックスフライだけじゃなくカレーうどんもおすすめ！ | バンコクに一生住む？,https://bkk-issyou.net/brochette,,,,,,,12/31,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",
207,http://www.bangmeshi.com/shop/miyabi/,割烹 雅,会席料理,Thong Lo,高め,"9-11 Soi Thong Lo 25, Sukhumvit 55 Rd.",094-312-5378,17:00-24:00(L.O.23:30),VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/6cMma8vfcT62,13.7412904,100.5446181,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
208,http://www.bangmeshi.com/shop/tensui/,天翠,会席料理,Asok,高め,"33 Soi 16, Sukhumvit Rd.",088-497-1001(日本語),"11:30-14:00 (L.O.13:45), 17:30-22:00 (L.O.21:30)",Visa / Master / Amex / Dinners / JCB,なし,https://goo.gl/maps/Tmo5me1xLE42,13.7317555,100.5589542,【日本庭園を見ながら贅沢ランチ】天翠(Tensui) @アソーク | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/14068830.html,バンコクのお食い初めの定番「天翠」に行ってきました@アソーク | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/okuisme-tensui,,,,,"<a href=""""http://www.tensui.co"""" target=""""_blank"""" rel=""""nofollow"""">http://www.tensui.co</a>",,
209,http://www.bangmeshi.com/shop/izakaya-yakan/,イザカヤヤカン,居酒屋,Phrom Phong,普通,"4/19 Soi 33, Sukhumvit Rd. ",062-150-5066(日本語）,17:30-24:30 (L.O.23:30),VISA/ MASTER/ JCB,日,https://goo.gl/maps/9MdcKGacSKn,13.7330257,100.5659096,【酒】　チーズダッカルビがあった　イザカヤ ヤカン　at Sukhumvit Soi 33 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52207981.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
210,http://www.bangmeshi.com/shop/sushi-tsukiji/,寿し 築地,寿司,Silom,普通,"62/19-20 Soi Thaniya, Silom Rd.",02-233-9698,"11:30-14:00, 17:30-23:30",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/5c2WUiqeMtz,13.7292807,100.5315468,リーズナブルな寿司ランチ！タニヤの【寿司　築地】に行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/taniya-tsukiji,【寿】　タイで人気の日本料理FUJIの高級寿司屋　築地　at　タニヤ通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52186777.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
211,http://www.bangmeshi.com/shop/torihada/,鳥波多゛,居酒屋,Phrom Phong,普通,"B1F UBCll Bldg., Soi 33, Sukhumvit Rd.","スリウォン店： 02-634-5860</br>プロンポン店： 062-594-5489（日本語）, 02- 662-1331","月-金11:30-14:00, 17:30-23:00 土日祝16:30-23:00",VISA/ MaASTER/ JCB,酒販売禁止日,https://goo.gl/maps/RsP9u79wNNt,13.7302683,100.5394508,人気の鶏専門店「ニュー鳥波多゛（とりはだ）」のお得なランチ@プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/new-torihada,【和食】　ニュー鳥波多゛(NEW TORIHADA)　ランチ　at Sukhumvit Soi 33 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52105382.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
212,http://www.bangmeshi.com/shop/hamakatsu/,とんかつ浜勝,和食,Thong Lo,普通,"The Taste Thonglor, 235 Sukhumvit 55 Rd.",02-712-7843,10:45-22:30 (L.O.22:00),VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/PuK7noz2oAs,13.7327414,100.5798279,,,,,,,,,"<a href=""""http://ringerhut-thailand.com/hk/index.html"""" target=""""_blank"""" rel=""""nofollow"""">http://ringerhut-thailand.com/hk/index.html</a>",,
213,http://www.bangmeshi.com/shop/tong-rai-jun/,東来順,中華料理,Phrom Phong,普通,"2/52 Soi 41, Sukhumvit Rd.",02-259-0765,11:00-22:30,VISA,なし,https://goo.gl/maps/pAiKp1eXt4m,13.7297613,100.569889,スクンビットソイ41の【東来順】は餃子が安くてオススメ！ | バンコクに一生住む？,https://bkk-issyou.net/touraijun,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
214,http://www.bangmeshi.com/shop/thonglo-shokudo-2/,トンロー食堂,居酒屋,Thong Lo,普通,"Soi Thong Lo 20, Sukhumvit 55 Rd.","02-007-3904,095-253-5904",17:00-24:00(L.O.23:45),VISA/ MASTER/ JCB/ UNIONPAY,日,https://goo.gl/maps/Pg1rUC7MuLQ2,13.739235,100.5844189,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
215,http://www.bangmeshi.com/shop/mandarin-roast-duck-restaurant/,Mandarin Roast Duck,中華料理,Thong Lo,普通,"729-729/1-2 Soi 55, Sukhumvit Rd.",02-185-1514,10:30-22:00 (L.O.21:30),VISA / MASTER,なし,https://goo.gl/maps/PiPxrFa4W7K2,13.7356165,100.5812297,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
216,http://www.bangmeshi.com/shop/peking-restaurant/,老山東 ペキンレストラン,中華料理,Phrom Phong,普通,"1F Richmond Bldg., Soi 26, Sukhumvit Rd. ",02-661-3008,10:00-22:00,VISA / MASTER / JCB,なし,https://goo.gl/maps/fwDso5tW8Hp,13.7251451,100.568954,バンコクの【老山東（ペキンレストラン】で餃子を食べてきた！ | バンコクに一生住む？,https://bkk-issyou.net/pekingrestaurantsilom,【中華料理】　老山東 at Sukhumvit Soi26 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51797710.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
217,http://www.bangmeshi.com/shop/yong-he-dou-jiang/,永和豆漿,中華料理,Chong Nonsi,手軽,68 Narathiwat Ratchanakarin Rd.,"02-635-0003, 02-635-0004",11:00-22:00,-,なし,https://goo.gl/maps/SsGMYVQNpX62,13.7249473,100.5266414,バンコクで一番美味しい小籠包と評判の【永和豆漿】へ行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/yonghedoujiang,バンコクで一番と名高い小籠包の名店「永和豆漿（Yong He Dou Jiang）」@チョンノンシー | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/yonghedoujiang,,,,,"<a href=""""http://www.sukanyayonghe.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.sukanyayonghe.com</a>",,
218,http://www.bangmeshi.com/shop/hock-shark-fins-restaurant/,福魚翅 ホック・フカヒレレストラン,中華料理,Chong Nonsi,普通,167/2 Surawongse Rd.,"02-634-4203, 02-233-5939",11:00-22:00 (L.O.21:30),VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/ikeQKUz1Ehm,13.7278755,100.5254334,【鱶】　一度は食べてもらいたいフカヒレスープ　ホックシャークフィン　at　スリウォン通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52225813.html,,,,,,,"<a href=""""http://www.hocksharkfins.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.hocksharkfins.com</a>",,
219,http://www.bangmeshi.com/shop/hong-teong-long/,紅灯籠 ホンテンロン,中華料理,Chong Nonsi,普通,149/16 Surawong Rd.,02-238-3379,11:00-4:00,-,なし,https://goo.gl/maps/2EPaa7TWkRv,13.7286731,100.5260513,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
220,http://www.bangmeshi.com/shop/an-an-lao/,安安樓 アンアンラオ,中華料理,Phrom Phong,普通,"122 Soi 26,Sukhumvit Rd.",02-261-8188~9,10:30-22:00,VISA / MASTER / JCB,なし,https://goo.gl/maps/QoDrtnutcn12,13.719883,100.5659733,,,,,,,,,"<a href=""""http://www.ananlao.com/eng"""" target=""""_blank"""" rel=""""nofollow"""">http://www.ananlao.com/eng</a>",,
221,http://www.bangmeshi.com/shop/dalian-china-cuisine-restaurant/,大連飯店（プロンポン）,中華料理,Phrom Phong,手軽,"591/10 Soi 33/1, Sukhumvit Rd.","02-662-2586, 089-498-5202",11:00-23:00,-,なし,https://goo.gl/maps/fkgpC3Zfep82,13.7322125,100.5672992,バンコクの【大連飯店】は味よし！コスパよし！で、焼き餃子が格安で食べられオススメ！ | バンコクに一生住む？,https://bkk-issyou.net/dairenhanten,【中】　格安中華レストラン　大連飯店 (Dalian Chinese Cuisine Restaurant) at Sukhumvit soi 33/1 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51774629.html,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
222,,大連飯店（トンロー）,中華料理,Thong Lo,手軽,"3 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/3QAJmpPcFf72,13.7276611,100.5782438,【中華料理】　大連飯店　Dailian China Cuisine Restaurant　at　トンロー　Soi3 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51887192.html,,,,,,,,,
223,,大連飯店（エカマイ）,中華料理,Ekkamai,手軽,"9 5-6 Soi Sukhumvit 63, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/oR7TJT5nTXL2,13.7223208,100.5845627,【中】　大連飯店 (Dalian Restaurant)　at エカマイ | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52159307.html,,,,,,,,,
